Datetime,open,high,low,close,adj_close,volume,adj_high,adj_low
2022-04-19 09:30:00,1589.760009765625,1624.4300537109375,1589.760009765625,1623.4549560546875,1623.4549560546875,31198,1624.4300537109375,1589.760009765625
2022-04-19 10:30:00,1625.0,1637.550048828125,1625.0,1632.199951171875,1632.199951171875,26324,1637.550048828125,1625.0
2022-04-19 11:30:00,1632.199951171875,1635.0,1625.6800537109375,1631.97998046875,1631.97998046875,21340,1635.0,1625.6800537109375
2022-04-19 12:30:00,1634.0400390625,1635.97998046875,1631.0400390625,1631.0400390625,1631.0400390625,23985,1635.97998046875,1631.0400390625
2022-04-19 13:30:00,1633.6600341796875,1637.9200439453125,1627.9300537109375,1630.175048828125,1630.175048828125,19432,1637.9200439453125,1627.9300537109375
2022-04-19 14:30:00,1630.199951171875,1639.9599609375,1627.6400146484375,1632.3299560546875,1632.3299560546875,29433,1639.9599609375,1627.6400146484375
2022-04-19 15:30:00,1632.3199462890625,1634.050048828125,1627.7650146484375,1632.030029296875,1632.030029296875,58798,1634.050048828125,1627.7650146484375
2022-04-20 09:30:00,1645.0,1645.0,1625.64501953125,1626.8299560546875,1626.8299560546875,26605,1645.0,1625.64501953125
2022-04-20 10:30:00,1626.800048828125,1636.3699951171875,1624.1649169921875,1629.6199951171875,1629.6199951171875,18611,1636.3699951171875,1624.1649169921875
2022-04-20 11:30:00,1628.239990234375,1632.5,1625.0272216796875,1627.56005859375,1627.56005859375,17671,1632.5,1625.0272216796875
2022-04-20 12:30:00,1624.550048828125,1633.1500244140625,1624.18994140625,1630.06005859375,1630.06005859375,11703,1633.1500244140625,1624.18994140625
2022-04-20 13:30:00,1624.5,1626.8800048828125,1619.6033935546875,1623.6700439453125,1623.6700439453125,15111,1626.8800048828125,1619.6033935546875
2022-04-20 14:30:00,1621.3499755859375,1625.9000244140625,1613.739990234375,1625.9000244140625,1625.9000244140625,15731,1625.9000244140625,1613.739990234375
2022-04-20 15:30:00,1623.8199462890625,1625.35302734375,1610.0,1612.52001953125,1612.52001953125,29288,1625.35302734375,1610.0
2022-04-21 09:30:00,1627.1500244140625,1634.9100341796875,1576.0150146484375,1580.18994140625,1580.18994140625,41421,1634.9100341796875,1576.0150146484375
2022-04-21 10:30:00,1580.2249755859375,1586.489990234375,1557.699951171875,1559.5899658203125,1559.5899658203125,35846,1586.489990234375,1557.699951171875
2022-04-21 11:30:00,1560.0,1560.0,1540.0,1541.1500244140625,1541.1500244140625,37618,1560.0,1540.0
2022-04-21 12:30:00,1542.4100341796875,1550.5,1539.0999755859375,1547.958984375,1547.958984375,26284,1550.5,1539.0999755859375
2022-04-21 13:30:00,1547.9200439453125,1550.9100341796875,1530.01171875,1532.6181640625,1532.6181640625,27051,1550.9100341796875,1530.01171875
2022-04-21 14:30:00,1529.155029296875,1537.719970703125,1520.550048828125,1528.469970703125,1528.469970703125,38595,1537.719970703125,1520.550048828125
2022-04-21 15:30:00,1527.699951171875,1527.75,1519.7349853515625,1521.550048828125,1521.550048828125,70188,1527.75,1519.7349853515625
2022-04-22 09:30:00,1509.3900146484375,1537.239990234375,1502.4605712890625,1505.280029296875,1505.280029296875,31076,1537.239990234375,1502.4605712890625
2022-04-22 10:30:00,1505.219970703125,1519.469970703125,1505.0400390625,1507.8349609375,1507.8349609375,30203,1519.469970703125,1505.0400390625
2022-04-22 11:30:00,1507.0,1510.25,1490.0,1496.6600341796875,1496.6600341796875,24826,1510.25,1490.0
2022-04-22 12:30:00,1498.010009765625,1499.510009765625,1491.0,1494.469970703125,1494.469970703125,14713,1499.510009765625,1491.0
2022-04-22 13:30:00,1494.06005859375,1496.219970703125,1486.0,1487.7650146484375,1487.7650146484375,24192,1496.219970703125,1486.0
2022-04-22 14:30:00,1486.0,1490.0,1475.60498046875,1483.8199462890625,1483.8199462890625,33307,1490.0,1475.60498046875
2022-04-22 15:30:00,1483.68505859375,1495.9200439453125,1479.3299560546875,1481.52001953125,1481.52001953125,54729,1495.9200439453125,1479.3299560546875
2022-04-25 09:30:00,1470.0,1486.02001953125,1446.010009765625,1480.0,1480.0,62918,1486.02001953125,1446.010009765625
2022-04-25 10:30:00,1478.97998046875,1496.97998046875,1467.9599609375,1485.6700439453125,1485.6700439453125,31965,1496.97998046875,1467.9599609375
2022-04-25 11:30:00,1483.3900146484375,1500.531982421875,1476.0775146484375,1493.10498046875,1493.10498046875,31867,1500.531982421875,1476.0775146484375
2022-04-25 12:30:00,1491.3800048828125,1508.2115478515625,1487.300048828125,1497.0400390625,1497.0400390625,25416,1508.2115478515625,1487.300048828125
2022-04-25 13:30:00,1502.6800537109375,1507.27001953125,1493.18994140625,1503.0,1503.0,19065,1507.27001953125,1493.18994140625
2022-04-25 14:30:00,1505.0,1507.8699951171875,1490.0,1506.9100341796875,1506.9100341796875,28739,1507.8699951171875,1490.0
2022-04-25 15:30:00,1506.25,1516.8699951171875,1505.97998046875,1514.5,1514.5,44672,1516.8699951171875,1505.97998046875
2022-04-26 09:30:00,1493.0799560546875,1497.375,1445.0,1449.8399658203125,1449.8399658203125,70329,1497.375,1445.0
2022-04-26 10:30:00,1450.8900146484375,1454.0,1425.5,1432.3499755859375,1432.3499755859375,42930,1454.0,1425.5
2022-04-26 11:30:00,1431.449951171875,1445.9100341796875,1425.5899658203125,1442.85498046875,1442.85498046875,48628,1445.9100341796875,1425.5899658203125
2022-04-26 12:30:00,1443.0799560546875,1447.1400146484375,1431.070068359375,1438.0025634765625,1438.0025634765625,34086,1447.1400146484375,1431.070068359375
2022-04-26 13:30:00,1436.9124755859375,1448.5999755859375,1436.27001953125,1447.3699951171875,1447.3699951171875,40172,1448.5999755859375,1436.27001953125
2022-04-26 14:30:00,1448.199951171875,1457.5899658203125,1435.5,1437.239990234375,1437.239990234375,56297,1457.5899658203125,1435.5
2022-04-26 15:30:00,1435.5699462890625,1440.1500244140625,1430.6400146484375,1435.6099853515625,1435.6099853515625,79451,1440.1500244140625,1430.6400146484375
2022-04-27 09:30:00,1497.6099853515625,1512.52001953125,1455.9580078125,1457.780029296875,1457.780029296875,159977,1512.52001953125,1455.9580078125
2022-04-27 10:30:00,1458.2550048828125,1490.760009765625,1457.0,1468.5,1468.5,59318,1490.760009765625,1457.0
2022-04-27 11:30:00,1466.8599853515625,1475.9100341796875,1425.97998046875,1475.0,1475.0,58509,1475.9100341796875,1425.97998046875
2022-04-27 12:30:00,1475.9100341796875,1495.0,1469.0799560546875,1495.0,1495.0,61687,1495.0,1469.0799560546875
2022-04-27 13:30:00,1495.0,1498.3599853515625,1483.949951171875,1490.1400146484375,1490.1400146484375,34914,1498.3599853515625,1483.949951171875
2022-04-27 14:30:00,1489.260009765625,1500.52001953125,1467.760009765625,1470.5,1470.5,60873,1500.52001953125,1467.760009765625
2022-04-27 15:30:00,1474.094970703125,1479.719970703125,1467.949951171875,1474.4300537109375,1474.4300537109375,81137,1479.719970703125,1467.949951171875
2022-04-28 09:30:00,1504.010009765625,1506.0,1463.978759765625,1467.9300537109375,1467.9300537109375,51829,1506.0,1463.978759765625
2022-04-28 10:30:00,1466.010009765625,1485.0999755859375,1462.75,1483.3199462890625,1483.3199462890625,27728,1485.0999755859375,1462.75
2022-04-28 11:30:00,1483.3399658203125,1487.219970703125,1468.1500244140625,1485.800048828125,1485.800048828125,39494,1487.219970703125,1468.1500244140625
2022-04-28 12:30:00,1487.0,1519.469970703125,1486.72998046875,1514.9000244140625,1514.9000244140625,32130,1519.469970703125,1486.72998046875
2022-04-28 13:30:00,1515.280029296875,1526.7025146484375,1512.81201171875,1521.89501953125,1521.89501953125,33812,1526.7025146484375,1512.81201171875
2022-04-28 14:30:00,1521.760009765625,1525.25,1515.0150146484375,1517.43994140625,1517.43994140625,38885,1525.25,1515.0150146484375
2022-04-28 15:30:00,1512.31005859375,1512.3199462890625,1496.739990234375,1500.64501953125,1500.64501953125,56808,1512.3199462890625,1496.739990234375
2022-04-29 09:30:00,1492.739990234375,1512.06005859375,1468.56005859375,1475.074951171875,1475.074951171875,53090,1512.06005859375,1468.56005859375
2022-04-29 10:30:00,1471.4300537109375,1477.8299560546875,1457.199951171875,1470.5150146484375,1470.5150146484375,29680,1477.8299560546875,1457.199951171875
2022-04-29 11:30:00,1470.0,1486.9599609375,1463.8699951171875,1466.0849609375,1466.0849609375,18049,1486.9599609375,1463.8699951171875
2022-04-29 12:30:00,1466.0,1478.3699951171875,1462.5899658203125,1475.8800048828125,1475.8800048828125,16390,1478.3699951171875,1462.5899658203125
2022-04-29 13:30:00,1477.6099853515625,1478.81005859375,1461.4100341796875,1465.3900146484375,1465.3900146484375,17189,1478.81005859375,1461.4100341796875
2022-04-29 14:30:00,1464.93994140625,1468.7900390625,1455.1800537109375,1458.280029296875,1458.280029296875,32727,1468.7900390625,1455.1800537109375
2022-04-29 15:30:00,1456.5350341796875,1466.6090087890625,1451.1099853515625,1457.3699951171875,1457.3699951171875,61114,1466.6090087890625,1451.1099853515625
2022-05-02 09:30:00,1451.1700439453125,1451.1700439453125,1422.989990234375,1441.2049560546875,1441.2049560546875,39369,1451.1700439453125,1422.989990234375
2022-05-02 10:30:00,1442.8699951171875,1447.5799560546875,1421.260009765625,1430.655029296875,1430.655029296875,28200,1447.5799560546875,1421.260009765625
2022-05-02 11:30:00,1429.199951171875,1440.93994140625,1425.375,1437.199951171875,1437.199951171875,27372,1440.93994140625,1425.375
2022-05-02 12:30:00,1439.0,1439.77001953125,1420.8499755859375,1429.5400390625,1429.5400390625,15362,1439.77001953125,1420.8499755859375
2022-05-02 13:30:00,1432.1099853515625,1437.0400390625,1416.3699951171875,1417.7850341796875,1417.7850341796875,15143,1437.0400390625,1416.3699951171875
2022-05-02 14:30:00,1421.4200439453125,1445.739990234375,1409.77001953125,1441.969970703125,1441.969970703125,40595,1445.739990234375,1409.77001953125
2022-05-02 15:30:00,1448.8599853515625,1462.6199951171875,1444.9200439453125,1462.43994140625,1462.43994140625,46206,1462.6199951171875,1444.9200439453125
2022-05-03 09:30:00,1456.9000244140625,1463.9599609375,1427.39501953125,1431.330078125,1431.330078125,30727,1463.9599609375,1427.39501953125
2022-05-03 10:30:00,1437.9100341796875,1444.550048828125,1420.8299560546875,1439.905029296875,1439.905029296875,26770,1444.550048828125,1420.8299560546875
2022-05-03 11:30:00,1440.6600341796875,1447.2099609375,1433.510009765625,1441.385009765625,1441.385009765625,26328,1447.2099609375,1433.510009765625
2022-05-03 12:30:00,1438.800048828125,1445.8399658203125,1431.0400390625,1442.862548828125,1442.862548828125,13540,1445.8399658203125,1431.0400390625
2022-05-03 13:30:00,1444.81005859375,1448.81005859375,1432.449951171875,1436.31005859375,1436.31005859375,14949,1448.81005859375,1432.449951171875
2022-05-03 14:30:00,1438.8699951171875,1448.280029296875,1432.699951171875,1442.3299560546875,1442.3299560546875,23694,1448.280029296875,1432.699951171875
2022-05-03 15:30:00,1442.428955078125,1448.2099609375,1437.6700439453125,1447.8299560546875,1447.8299560546875,43331,1448.2099609375,1437.6700439453125
2022-05-04 09:30:00,1450.4599609375,1456.699951171875,1412.4100341796875,1412.4100341796875,1412.4100341796875,31596,1456.699951171875,1412.4100341796875
2022-05-04 10:30:00,1411.5400390625,1415.27001953125,1400.800048828125,1406.239990234375,1406.239990234375,27397,1415.27001953125,1400.800048828125
2022-05-04 11:30:00,1403.8900146484375,1415.56005859375,1399.06005859375,1410.3699951171875,1410.3699951171875,27845,1415.56005859375,1399.06005859375
2022-05-04 12:30:00,1414.635009765625,1419.219970703125,1407.93994140625,1412.81005859375,1412.81005859375,20761,1419.219970703125,1407.93994140625
2022-05-04 13:30:00,1414.1800537109375,1417.0400390625,1385.010009765625,1403.927490234375,1403.927490234375,45189,1417.0400390625,1385.010009765625
2022-05-04 14:30:00,1391.7099609375,1438.7099609375,1381.0,1438.6800537109375,1438.6800537109375,88793,1438.7099609375,1381.0
2022-05-04 15:30:00,1439.4300537109375,1443.3499755859375,1432.550048828125,1433.52001953125,1433.52001953125,148722,1443.3499755859375,1432.550048828125
2022-05-05 09:30:00,1415.5699462890625,1430.300048828125,1382.199951171875,1387.6800537109375,1387.6800537109375,35508,1430.300048828125,1382.199951171875
2022-05-05 10:30:00,1382.0,1382.0,1344.489990234375,1353.260009765625,1353.260009765625,73719,1382.0,1344.489990234375
2022-05-05 11:30:00,1353.260009765625,1366.449951171875,1346.3299560546875,1361.7149658203125,1361.7149658203125,58764,1366.449951171875,1346.3299560546875
2022-05-05 12:30:00,1363.8699951171875,1375.0,1347.93994140625,1372.3199462890625,1372.3199462890625,55715,1375.0,1347.93994140625
2022-05-05 13:30:00,1371.1300048828125,1374.8970947265625,1347.77001953125,1350.56005859375,1350.56005859375,37967,1374.8970947265625,1347.77001953125
2022-05-05 14:30:00,1349.56494140625,1359.050048828125,1346.31005859375,1354.2950439453125,1354.2950439453125,90749,1359.050048828125,1346.31005859375
2022-05-05 15:30:00,1354.1800537109375,1372.469970703125,1350.489990234375,1369.8699951171875,1369.8699951171875,110389,1372.469970703125,1350.489990234375
2022-05-06 09:30:00,1345.0,1348.25,1312.030029296875,1326.6700439453125,1326.6700439453125,70628,1348.25,1312.030029296875
2022-05-06 10:30:00,1328.489990234375,1359.47998046875,1322.510009765625,1349.52001953125,1349.52001953125,48149,1359.47998046875,1322.510009765625
2022-05-06 11:30:00,1350.0699462890625,1362.4000244140625,1338.1600341796875,1349.574951171875,1349.574951171875,38138,1362.4000244140625,1338.1600341796875
2022-05-06 12:30:00,1350.010009765625,1365.9649658203125,1347.3599853515625,1357.010009765625,1357.010009765625,21674,1365.9649658203125,1347.3599853515625
2022-05-06 13:30:00,1357.6700439453125,1357.6700439453125,1338.280029296875,1342.4200439453125,1342.4200439453125,19914,1357.6700439453125,1338.280029296875
2022-05-06 14:30:00,1338.4599609375,1349.93994140625,1334.822509765625,1349.93994140625,1349.93994140625,26871,1349.93994140625,1334.822509765625
2022-05-06 15:30:00,1348.8499755859375,1361.7900390625,1347.22998046875,1355.5799560546875,1355.5799560546875,58254,1361.7900390625,1347.22998046875
2022-05-09 09:30:00,1323.6099853515625,1330.0,1303.60498046875,1307.800048828125,1307.800048828125,63799,1330.0,1303.60498046875
